ds,y,month,quarter,is_holiday_spike
2015-07-31,3712.162,7,3,0
2015-08-01,1011.696,8,3,0
2015-08-02,1290.478,8,3,0
2015-08-05,72.65,8,3,0
2015-08-06,494.86920000000003,8,3,0
2015-08-07,968.206,8,3,0
2015-08-08,840.102,8,3,0
2015-08-09,4878.392000000001,8,3,0
2015-08-10,851.4739999999999,8,3,0
2015-08-11,196.112,8,3,0
2015-08-13,586.896,8,3,0
2015-08-15,497.59000000000003,8,3,0
2015-08-16,3378.9320000000002,8,3,0
2015-08-17,381.64,8,3,0
2015-08-21,2827.52,8,3,0
2015-08-22,66.632,8,3,0
2015-08-23,1202.278,8,3,0
2015-08-24,7194.775000000001,8,3,0
2015-08-25,178.52599999999998,8,3,0
2015-08-27,639.9739999999999,8,3,0
2015-08-28,6491.293,8,3,0
2015-08-29,246.5,8,3,0
2015-08-31,2601.797,8,3,0
2015-09-01,2367.564,9,3,0
2015-09-03,1874.898,9,3,0
2015-09-04,1071.284,9,3,0
2015-09-05,934.1030000000001,9,3,0
2015-09-06,1005.654,9,3,0
2015-09-07,2922.667,9,3,0
2015-09-08,89.64,9,3,0
2015-09-10,1415.726,9,3,0
2015-09-11,1962.13,9,3,0
2015-09-12,707.824,9,3,0
2015-09-13,3445.772,9,3,0
2015-09-14,3262.42,9,3,0
2015-09-15,2535.85,9,3,0
2015-09-16,31.12,9,3,0
2015-09-17,11525.006,9,3,0
2015-09-18,3924.32,9,3,0
2015-09-19,500.38,9,3,0
2015-09-20,1836.052,9,3,0
2015-09-21,6982.058,9,3,0
2015-09-22,1783.504,9,3,0
2015-09-24,4220.594,9,3,0
2015-09-25,3033.757,9,3,0
2015-09-26,3722.273,9,3,0
2015-09-27,2382.958,9,3,0
2015-09-28,1058.364,9,3,0
2015-10-01,1158.414,10,4,0
2015-10-02,1269.266,10,4,0
2015-10-03,275.218,10,4,0
2015-10-04,505.58,10,4,0
2015-10-05,851.092,10,4,0
2015-10-08,222.12,10,4,0
2015-10-09,2133.5350000000003,10,4,0
2015-10-10,2248.194,10,4,0
2015-10-11,1011.8955,10,4,0
2015-10-12,2390.758,10,4,0
2015-10-13,371.65999999999997,10,4,0
2015-10-15,3219.554,10,4,0
2015-10-16,824.97,10,4,0
2015-10-17,77.88,10,4,0
2015-10-18,378.494,10,4,0
2015-10-19,2135.09,10,4,0
2015-10-20,720.086,10,4,0
2015-10-22,15.128,10,4,0
2015-10-23,2262.296,10,4,0
2015-10-24,831.145,10,4,0
2015-10-25,1425.412,10,4,0
2015-10-26,1395.333,10,4,0
2015-10-28,104.51,10,4,0
2015-10-29,244.24,10,4,0
2015-10-30,2122.044,10,4,0
2015-10-31,3211.009,10,4,0
2015-11-01,3106.1059999999998,11,4,1
2015-11-02,5528.551,11,4,1
2015-11-03,2800.846,11,4,1
2015-11-05,834.874,11,4,1
2015-11-06,11.481,11,4,1
2015-11-07,3073.073,11,4,1
2015-11-08,12196.997,11,4,1
2015-11-09,4620.2919999999995,11,4,1
2015-11-10,3536.904,11,4,1
2015-11-11,542.178,11,4,1
2015-11-12,1127.992,11,4,1
2015-11-13,3591.0771999999997,11,4,1
2015-11-14,2512.71,11,4,1
2015-11-15,702.17,11,4,1
2015-11-16,4072.334,11,4,1
2015-11-17,3885.986,11,4,1
2015-11-19,1040.784,11,4,1
2015-11-20,2861.15,11,4,1
2015-11-21,3613.5748,11,4,1
2015-11-22,614.499,11,4,1
2015-11-23,3450.1879999999996,11,4,1
2015-11-24,1218.7640000000001,11,4,1
2015-11-25,13.12,11,4,1
2015-11-26,1484.0819999999999,11,4,1
2015-11-27,3109.7835,11,4,1
2015-11-28,1864.482,11,4,1
2015-11-29,2760.168,11,4,1
2015-11-30,1798.3970000000002,11,4,1
2015-12-01,7130.594,12,4,1
2015-12-03,1972.645,12,4,1
2015-12-04,5185.814,12,4,1
2015-12-05,897.322,12,4,1
2015-12-06,6061.502,12,4,1
2015-12-07,1338.298,12,4,1
2015-12-08,2672.728,12,4,1
2015-12-09,34.02,12,4,1
2015-12-10,3080.38,12,4,1
2015-12-11,1590.894,12,4,1
2015-12-12,1448.854,12,4,1
2015-12-13,1023.386,12,4,1
2015-12-14,858.304,12,4,1
2015-12-15,5494.796,12,4,1
2015-12-16,4.98,12,4,1
2015-12-17,1918.492,12,4,1
2015-12-18,935.288,12,4,1
2015-12-19,6120.656,12,4,1
2015-12-20,1107.464,12,4,1
2015-12-21,3257.7599999999998,12,4,1
2015-12-22,473.313,12,4,1
2015-12-23,194.32,12,4,1
2015-12-24,7484.566000000001,12,4,1
2015-12-25,4204.968,12,4,1
2015-12-26,561.486,12,4,1
2015-12-27,5148.4472,12,4,1
2015-12-28,79.2,12,4,1
2015-12-29,6.36,12,4,1
2015-12-30,3251.34,12,4,1
2015-12-31,1381.344,12,4,1
2016-01-02,405.91999999999996,1,1,0
2016-01-03,2095.83,1,1,0
2016-01-04,1069.22,1,1,0
2016-01-05,255.904,1,1,0
2016-01-07,83.576,1,1,0
2016-01-08,1859.1580000000001,1,1,0
2016-01-09,743.0459999999999,1,1,0
2016-01-10,174.75,1,1,0
2016-01-11,149.444,1,1,0
2016-01-14,405.344,1,1,0
2016-01-15,701.923,1,1,0
2016-01-16,102.21799999999999,1,1,0
2016-01-17,1040.55,1,1,0
2016-01-21,1167.056,1,1,0
2016-01-22,917.63,1,1,0
2016-01-23,1732.3,1,1,0
2016-01-24,31.36,1,1,0
2016-01-25,858.712,1,1,0
2016-01-28,39.68,1,1,0
2016-01-30,3107.316,1,1,0
2016-01-31,1601.5539999999999,1,1,0
2016-02-01,161.97,2,1,0
2016-02-02,8996.784,2,1,0
2016-02-03,866.4,2,1,0
2016-02-04,197.868,2,1,0
2016-02-05,2994.476,2,1,0
2016-02-06,132.224,2,1,0
2016-02-07,762.142,2,1,0
2016-02-08,1369.476,2,1,0
2016-02-09,121.83,2,1,0
2016-02-11,69.93,2,1,0
2016-02-12,1366.04,2,1,0
2016-02-13,146.82,2,1,0
2016-02-14,837.921,2,1,0
2016-02-15,407.072,2,1,0
2016-02-16,1135.638,2,1,0
2016-02-19,392.65999999999997,2,1,0
2016-02-20,16.496,2,1,0
2016-02-21,1524.126,2,1,0
2016-02-22,983.17,2,1,0
2016-02-23,57.576,2,1,0
2016-02-25,46.72,2,1,0
2016-02-27,243.892,2,1,0
2016-02-28,36.48,2,1,0
2016-02-29,111.104,2,1,0
2016-03-01,6285.8060000000005,3,1,0
2016-03-03,7264.422,3,1,0
2016-03-04,315.45,3,1,0
2016-03-05,162.344,3,1,0
2016-03-06,811.303,3,1,0
2016-03-07,21.072,3,1,0
2016-03-08,2190.81,3,1,0
2016-03-09,635.6,3,1,0
2016-03-10,7879.734,3,1,0
2016-03-11,896.0219999999999,3,1,0
2016-03-12,1694.6419999999998,3,1,0
2016-03-13,8866.882,3,1,0
2016-03-14,669.3679999999999,3,1,0
2016-03-15,2356.808,3,1,0
2016-03-17,2360.3340000000003,3,1,0
2016-03-18,1061.682,3,1,0
2016-03-19,138.68,3,1,0
2016-03-20,928.311,3,1,0
2016-03-21,645.7059999999999,3,1,0
2016-03-22,226.46800000000002,3,1,0
2016-03-24,745.774,3,1,0
2016-03-25,1346.97,3,1,0
2016-03-26,682.246,3,1,0
2016-03-27,92.69999999999999,3,1,0
2016-03-28,125.30000000000001,3,1,0
2016-03-29,2659.339,3,1,0
2016-03-30,11.34,3,1,0
2016-03-31,640.762,3,1,0
2016-04-01,2161.48,4,2,0
2016-04-02,1454.9,4,2,0
2016-04-03,441.198,4,2,0
2016-04-04,970.194,4,2,0
2016-04-05,1046.3339999999998,4,2,0
2016-04-06,1294.75,4,2,0
2016-04-07,1970.574,4,2,0
2016-04-08,2906.404,4,2,0
2016-04-09,1115.197,4,2,0
2016-04-10,950.594,4,2,0
2016-04-12,1542.53,4,2,0
2016-04-13,6.12,4,2,0
2016-04-14,1466.572,4,2,0
2016-04-15,2201.8559999999998,4,2,0
2016-04-16,9335.086000000001,4,2,0
2016-04-17,421.08500000000004,4,2,0
2016-04-18,2514.538,4,2,0
2016-04-19,1414.132,4,2,0
2016-04-21,271.616,4,2,0
2016-04-22,1765.4650000000001,4,2,0
2016-04-23,720.368,4,2,0
2016-04-24,1607.1,4,2,0
2016-04-25,108.42,4,2,0
2016-04-26,434.646,4,2,0
2016-04-28,486.672,4,2,0
2016-04-30,142.208,4,2,0
2016-05-01,517.866,5,2,0
2016-05-02,1098.136,5,2,0
2016-05-03,1099.013,5,2,0
2016-05-05,2701.28,5,2,0
2016-05-06,236.96,5,2,0
2016-05-07,4835.976,5,2,0
2016-05-08,1340.2440000000001,5,2,0
2016-05-09,1283.512,5,2,0
2016-05-10,763.0200000000001,5,2,0
2016-05-11,5.98,5,2,0
2016-05-12,918.878,5,2,0
2016-05-14,455.93,5,2,0
2016-05-15,648.9119999999999,5,2,0
2016-05-16,880.4599999999999,5,2,0
2016-05-17,346.922,5,2,0
2016-05-18,122.22,5,2,0
2016-05-19,1582.008,5,2,0
2016-05-20,2471.913,5,2,0
2016-05-21,2718.2140000000004,5,2,0
2016-05-22,1799.2,5,2,0
2016-05-23,10560.978000000001,5,2,0
2016-05-24,277.756,5,2,0
2016-05-25,1311.97,5,2,0
2016-05-26,1975.356,5,2,0
2016-05-27,5305.078,5,2,0
2016-05-28,2137.324,5,2,0
2016-05-29,1063.185,5,2,0
2016-05-30,8090.578,5,2,0
2016-05-31,438.85900000000004,5,2,0
2016-06-02,157.844,6,2,0
2016-06-03,71.088,6,2,0
2016-06-04,2316.5229999999997,6,2,0
2016-06-05,659.82,6,2,0
2016-06-06,6026.312,6,2,0
2016-06-07,51.562,6,2,0
2016-06-09,1688.4720000000002,6,2,0
2016-06-10,1412.3960000000002,6,2,0
2016-06-11,1623.416,6,2,0
2016-06-12,2962.563,6,2,0
2016-06-13,430.43800000000005,6,2,0
2016-06-14,3457.099,6,2,0
2016-06-15,173.488,6,2,0
2016-06-16,147.27499999999998,6,2,0
2016-06-17,3000.92,6,2,0
2016-06-18,541.938,6,2,0
2016-06-19,17.12,6,2,0
2016-06-20,1229.548,6,2,0
2016-06-21,577.108,6,2,0
2016-06-23,2475.094,6,2,0
2016-06-24,5310.952,6,2,0
2016-06-25,893.266,6,2,0
2016-06-26,1919.6000000000001,6,2,0
2016-06-27,778.7059999999999,6,2,0
2016-06-28,877.156,6,2,0
2016-06-29,191.88,6,2,0
2016-06-30,1352.9499999999998,6,2,0
2016-07-01,1724.376,7,3,0
2016-07-02,772.786,7,3,0
2016-07-03,847.6999999999999,7,3,0
2016-07-04,1651.301,7,3,0
2016-07-07,3882.2309999999998,7,3,0
2016-07-08,2616.512,7,3,0
2016-07-09,573.286,7,3,0
2016-07-10,895.895,7,3,0
2016-07-12,95.76,7,3,0
2016-07-14,2149.96,7,3,0
2016-07-15,380.2,7,3,0
2016-07-16,910.17,7,3,0
2016-07-17,2184.88,7,3,0
2016-07-18,2891.858,7,3,0
