ds,yhat,yhat_lower,yhat_upper
2018-02-17,1139.0518353396544,62.87899417784935,20345.566253731075
2018-02-18,1078.5142392021496,59.40961375391954,19289.820123222275
2018-02-19,1248.8893805421772,68.8846586403915,22353.312004740663
2018-02-20,1229.6731317807482,67.75310670787252,22027.91519829477
2018-02-21,1061.2445836354984,58.29430167923846,19028.881852172046
2018-02-22,851.2387659553597,46.5322804035236,15279.371739607777
2018-02-23,1203.0282370315945,66.09699033011786,21604.797643634232
2018-02-24,1148.0782039492412,62.98159449223125,20635.883611138153
2018-02-25,1087.0613002473442,59.50613905759408,19565.23594787699
2018-02-26,1258.7853878925202,68.99582997284948,22672.625331153424
2018-02-27,1239.4169943946415,67.86183980840404,22342.787564549766
2018-02-28,1069.654912151481,58.387667078056765,19301.020054221757
2018-03-01,857.986371964213,46.60679784096388,15497.996376213785
2018-03-02,1212.5611384735973,66.20171794138443,21914.07422619608
2018-03-03,1157.1760381874124,63.081019270452686,20931.43445099176
2018-03-04,1095.6760327146528,59.59966337047578,19845.617189571814
2018-03-05,1268.7597469483696,69.10353132814649,22997.696134484955
2018-03-06,1249.2380040700582,67.96716098788612,22663.338279715987
2018-03-07,1078.131829431048,58.478091389733535,19578.06647778224
2018-03-08,864.7874021877043,46.67895876391421,15720.564506023951
2018-03-09,1222.1695167318483,66.30312071362889,22228.930065621073
2018-03-10,1166.3459045536367,63.1772751510236,21232.317520437184
2018-03-11,1104.35897238317,59.69019302211713,20131.057536589404
2018-03-12,1278.813078057465,69.20777011497316,23328.633060338478
2018-03-13,1259.1367716522047,68.0690776507466,22989.674514282815
2018-03-14,1086.6758627554036,58.5655810726847,19860.113769327836
2018-03-15,871.6422796125092,46.7487684033309,15947.150572909737
2018-03-16,1231.8539693881871,66.40120611016094,22549.470496804304
2018-03-17,1175.5883733951985,63.270369328587314,21538.63350251044
2018-03-18,1113.1106592833812,59.77773489776608,20421.65252590835
2018-03-19,1288.9460064814398,69.30855438258706,23665.546898161214
2018-03-20,1269.113912791407,68.1675978276131,23321.90555307214
2018-03-21,1095.287543519383,58.65014312203411,20147.256402620675
2018-03-22,878.5514305742029,46.81623242196206,16177.830489994974
2018-03-23,1241.6150987618482,66.4959822025136,22875.80293381099
2018-03-24,1184.9040195442408,63.36030957418062,21850.4850670541
2018-03-25,1121.931637721922,59.86229642738862,20717.49958046254
2018-03-26,1299.1591624325492,69.40589280861862,24008.550624580377
2018-03-27,1279.1700480108923,68.26273016506994,23660.142838557862
2018-03-28,1103.967407322181,58.73178506257206,20439.590716739738
2018-03-29,885.5152847838673,46.88135690611533,16412.681669389913
2018-03-30,1251.45351194123,66.58745765848717,23208.036911849897
2018-03-31,1194.293422382651,63.447104225750635,22167.97691146168
2018-04-01,1130.8224563149975,59.94388557524582,21018.69804726792
2018-04-02,1309.453181112763,69.49979468703067,24357.759447628276
2018-04-03,1289.3058027468114,68.35448391388269,24004.50001452513
2018-04-04,1112.7159940034614,58.810514938680036,20737.214953855266
2018-04-05,892.5342753548266,46.944148357452356,16651.78305250724
2018-04-06,1261.369820821368,66.67564173054262,23546.28413016844
2018-04-07,1203.7571658795032,63.53076217717421,22491.215801712864
2018-04-08,1139.7836680224873,60.02251082943742,21325.349236338665
2018-04-09,1319.8287027532676,69.59026991601603,24713.290851876387
2018-04-10,1299.5218073872063,68.44286891708326,24355.092970600243
2018-04-11,1121.5338476770637,58.886341304054426,21040.229297729078
2018-04-12,899.6088388295813,47.004613684741045,16895.21514099979
2018-04-13,1271.3646421419817,66.76054424415338,23890.65849583297
2018-04-14,1213.2958386274463,63.61129286714946,22820.310614225848
2018-04-15,1148.815830182337,60.098181191391525,21637.556460403634
2018-04-16,1330.2863726542855,69.6773289858339,25075.26464449778
2018-04-17,1309.8186973112215,68.52789559799363,24712.039887694686
2018-04-18,1130.4215167648538,58.959273211373905,21348.73591300392
2018-04-19,906.7394152069619,47.06276019556919,17143.06002833436
2018-04-20,1281.4385975258335,66.84217558610405,24241.276168408967
2018-04-21,1222.910033879317,63.688706268034515,23155.3723785689
2018-04-22,1157.9195045452175,60.170906165309034,21955.42507543925
2018-04-23,1340.8268412252069,69.7609829665948,25443.803002276065
2018-04-24,1320.1971129286203,68.60957494819864,25075.461284383906
2018-04-25,1139.3795540308306,59.029320201924385,21662.838985300827
2018-04-26,913.9264479694915,47.11859558802538,17395.401432014904
2018-04-27,1291.5923135173875,66.92054669274421,24598.255605560633
2018-04-28,1232.6003495850355,63.76301287464374,23496.514321050556
2018-04-29,1167.0952573094644,60.2406957475693,22279.062522036584
2018-04-30,1351.450764025043,69.84124349600233,25819.03051958204
2018-05-01,1330.6576997196132,68.68791851547971,25445.480064239913
2018-05-02,1148.4085166155057,59.09649229519091,21982.64476214163
2018-05-03,921.1703841109693,47.17212794235404,17652.324726468694
2018-05-04,1301.8264216217772,66.99566903820663,24961.717609588686
2018-05-05,1242.3673884287925,63.83422369301179,23843.851909206533
2018-05-06,1176.3436591562925,60.30756041610719,22608.578367619266
2018-05-07,1362.158801803198,69.91812276706224,26201.074257337335
2018-05-08,1341.2011082750055,68.76293839171707,25822.221564138512
2018-05-09,1157.5089660705544,59.16079997842339,22308.261594713218
2018-05-10,928.4716741642707,47.22336571259094,17913.916976609256
2018-05-11,1312.1415583440821,67.06755462259959,25331.78537492537
2018-05-12,1252.2117578665361,63.9023502291336,24197.502897202387
2018-05-13,1185.6652852852885,60.37151111976781,22944.08434953042
2018-05-14,1372.9516205405628,69.99163351576824,26590.06379298547
2018-05-15,1351.8279943366588,68.83464720077065,26205.813603559673
2018-05-16,1166.6814683937405,59.22225419618567,22639.799980491618
2018-05-17,935.8307722293678,47.27231771818521,18180.26697208994
2018-05-18,1322.5383652289154,67.13621596018103,25708.584536607654
2018-05-19,1262.1340701637505,63.96740447768842,24557.587372170376
2018-05-20,1195.0607154501863,60.432559267647754,23285.694419006373
2018-05-21,1383.8298914909374,70.06178900877201,26986.131271492046
2018-05-22,1362.5390188382753,68.90305808634814,26596.386534903977
2018-05-23,1175.9265940641194,59.2808663398932,22977.372606743502
2018-05-24,943.2481360015724,47.318993135613965,18451.465262263057
2018-05-25,1333.0174889003233,67.20166606752338,26092.243219748038
2018-05-26,1272.1349424335358,64.0293989107558,24924.22780150058
2018-05-27,1204.5305339949227,60.49071671843029,23633.524786055914
2018-05-28,1394.7942912227772,70.12860303104823,27389.41145739459
2018-05-29,1373.3348479465044,68.96818469986806,26994.073294844296
2018-05-30,1185.2449180775177,59.33664823734903,23321.094394923304
2018-05-31,950.7242268000024,47.36340148999556,18727.60419185843
2018-06-01,1343.5795811020025,67.26391845167738,26482.89209002421
2018-06-02,1282.214996674989,64.08834646653213,25297.549081105943
2018-06-03,1214.0753298899826,60.545995769720896,23987.693965263737
2018-06-04,1405.8455016612738,70.19208987356133,27800.041787924565
2018-06-05,1384.2161531023744,69.03004118832749,27399.00945673537
2018-06-06,1194.637019982296,59.38961214228292,23671.082545985093
2018-06-07,958.259509596272,47.40555264670681,19008.77793739707
2018-06-08,1354.2252987378342,67.32298709834315,26880.664405208525
2018-06-09,1292.374859811889,64.1442605380538,25677.678584681336
2018-06-10,1223.6956967690278,60.59840914739227,24348.322822537084
2018-06-11,1416.9842101307654,70.25226432094321,28218.162427223677
2018-06-12,1395.1836110630516,69.08864218218065,27811.3332841032
2018-06-13,1204.1034839153917,59.439770723902484,24027.456586627566
2018-06-14,965.8544530434117,47.44545680300983,19295.082544355242
2018-06-15,1364.9553039127416,67.37888646005486,27285.69606775947
2018-06-16,1302.6151637316884,64.1971549619363,26064.746213977523
2018-06-17,1233.3922329658187,60.64796999494305,24715.534622816132
2018-06-18,1428.2111093974852,70.30914163918901,28643.916321677112
2018-06-19,1406.2379039439325,69.14400278323835,28231.18578523623
2018-06-20,1213.644898638651,59.48713705646159,24390.338416492174
2018-06-21,973.5095295050154,47.483124479693984,19586.615965093853
2018-06-22,1375.7702639738663,67.43163144438856,27698.125678496468
2018-06-23,1312.9365453248124,64.24704400713439,26458.88445011132
2018-06-24,1243.1655415514272,60.694691862879424,25089.45507876711
2018-06-25,1439.5268977126473,70.36273756337982,29077.4492563873
2018-06-26,1417.3797192610657,69.19613855259331,28658.710768902063
2018-06-27,1223.261857575446,59.531724608853395,24759.852356333882
2018-06-28,981.2252150846188,47.51856651273788,19883.478097569918
